,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
10,2008-02-14 04:44:34,1202944474.0,a,32.68,-10.832196452933148,1348.859985,19.248890846989784,-30.081087299922935,0.645,20.80,2.18,3.64,11.77,11.38,5.17,18.54,13.756,N/A,N/A,N/A,1.02,2.23,14.966,2.23,N/A,14.966,638000000.0,1.57,20.80,8.90,N/A,4.916,N/A,2.207,8.741,969000000.0,1.45,1.49,72.50,4890000.0,1.7,1.30,3640000.0,Underperforms
11,2008-04-26 04:49:23,1209165563.0,a,31.53,-13.969986357435191,1379.930054,21.995707646354933,-35.96569400379013,0.67,20.59,2.07,3.65,10.99,11.30,5.33,17.80,14.362,N/A,N/A,N/A,1.00,2.18,14.748,2.18,N/A,14.748,608000000.0,1.53,20.00,8.80,N/A,4.265,N/A,1.896,8.622,880000000.0,1.46,4.68,68.30,5420000.0,2.1,1.50,N/A,Underperforms
12,2008-12-06 19:21:33,1228571493.0,a,17.26,-52.905866302864936,870.73999,-23.020343713718386,-29.88552258914655,0.83,9.24,1.06,2.40,12.00,13.77,6.63,23.93,15.906,N/A,N/A,N/A,0.64,1.17,6.764,1.17,N/A,6.764,693000000.0,1.87,28.30,2.40,N/A,4.083,N/A,2.421,7.311,756000000.0,1.33,1.59,75.90,4340000.0,1.6,1.20,4420000.0,Underperforms
13,2009-08-02 05:46:24,1249172184.0,a,23.22,-36.643929058663026,986.75,-12.76422730913234,-23.87970174953069,N/A,22.83,1.53,3.29,7.01,11.21,5.10,13.02,14.659,N/A,N/A,N/A,3.04,1.68,11.422,1.68,N/A,11.422,363000000.0,1.02,N/A,25.10,N/A,4.112,N/A,2.623,7.045,581000000.0,1.25,0.26,78.60,9890000.0,3.2,2.90,8440000.0,Underperforms
14,2011-08-02 06:45:37,1312247737.0,a,40.79,11.296043656207368,1254.050049,10.867012938976892,0.4290307172304768,54.36,16.18,2.38,3.71,14.46,14.80,6.94,27.00,17.77,N/A,N/A,12.44,0.63,2.25,11.89,2.25,N/A,11.89,890000000.0,2.52,85.20,31.90,N/A,8.55,N/A,3.20,11.36,N/A,1.55,0.25,82.10,4360000.0,1.20,1.40,5420000.0,outperform
15,2011-11-08 05:04:16,1320708856.0,a,37.74,2.9740791268758624,1275.920044,12.80047725371762,-9.826398126841758,51.62,13.17,1.98,3.06,15.71,16.01,7.25,28.96,18.67,N/A,N/A,12.06,0.66,1.88,9.42,1.88,N/A,9.42,N/A,2.87,61.00,22.20,N/A,8.93,N/A,3.47,12.07,N/A,1.61,0.25,82.10,4500000.0,0.80,N/A,4139999.9999999995,Underperforms
16,2013-05-14 00:28:58,1368471538.0,a,43.04,17.435197817189636,1650.339966,45.90188207411225,-28.466684256922616,44.12,13.75,2.19,2.83,15.96,15.69,6.85,22.38,19.85,N/A,N/A,13.08,2.07,2.18,10.75,2.18,N/A,10.75,N/A,3.13,22.20,2.80,N/A,7.06,N/A,2.55,15.41,N/A,1.66,0.23,83.20,4370000.0,1.20,1.30,3080000.0,Underperforms
17,2013-09-06 06:09:52,1378427992.0,a,47.68,30.095497953615286,1655.170044,46.32889558968069,-16.233397636065405,56.39,17.74,2.32,3.31,13.73,14.04,5.98,19.41,19.80,N/A,N/A,15.09,2.16,2.32,11.93,2.32,N/A,11.93,938000000.0,2.69,30.90,4.10,N/A,7.04,N/A,2.96,14.46,N/A,1.81,0.23,83.50,2780000.0,1.20,0.80,3300000.0,Underperforms
18,2004-04-13 04:20:10,1081810210.0,aa,34.26,0.0,1129.439941,0.0,0.0,0.595,24.92,1.33,2.41,6.40,8.44,4.52,10.66,25.638,N/A,N/A,12.98,1.26,1.65,10.8,1.65,N/A,10.8,N/A,1.375,53.70,11.40,459000000.0,0.53,N/A,1.374,14.078,N/A,1.808,1.00,79.36,12540000.0,2.497,1.46,12700000.0,Underperforms
19,2004-09-09 16:15:45,1094726745.0,aa,32.89,-3.9988324576765835,1118.380005,-0.9792407368033841,-3.0195917208731995,0.561,20.88,1.26,2.34,7.04,9.46,5.08,11.87,25.984,N/A,N/A,12.75,1.43,1.56,9.7,1.56,N/A,9.7,N/A,1.575,53.70,11.40,466000000.0,0.54,N/A,1.372,14.049,N/A,1.676,1.00,76.64,7780000.0,1.935,0.90,7930000.0,Underperforms
20,2004-11-24 10:37:20,1101272840.0,aa,33.58,-1.9848219497956794,1181.76001,4.6323905416056,-6.61721249140128,0.53,21.15,1.26,2.34,7.01,9.57,5.13,11.58,26.536,N/A,N/A,13.49,1.47,1.52,9.53,1.52,N/A,9.53,N/A,1.588,53.70,11.40,561000000.0,0.64,N/A,1.293,14.36,N/A,1.736,1.04,77.19,9910000.0,2.209,1.15,10140000.0,Underperforms
21,2004-12-05 00:36:42,1102187202.0,aa,32.86,-4.086398131932278,1190.329956,5.391168913867899,-9.477567045800178,0.53,20.69,1.25,2.33,7.01,9.57,5.13,11.58,26.536,N/A,N/A,13.20,1.50,1.49,9.36,1.49,N/A,9.36,N/A,1.588,53.70,11.40,561000000.0,0.64,N/A,1.293,14.36,N/A,1.736,1.04,77.11,9910000.0,2.209,1.15,10140000.0,Underperforms
22,2005-01-13 07:18:32,1105580912.0,aa,29.43,-14.098073555166371,1177.449951,4.250780254635953,-18.348853809802325,0.457,18.43,1.10,1.95,7.02,9.39,5.12,11.17,26.757,N/A,N/A,11.96,1.12,1.34,8.57,1.34,N/A,8.57,N/A,1.597,53.70,11.40,457000000.0,0.52,N/A,1.322,15.207,N/A,1.611,1.04,77.16,12810000.0,2.918,1.49,9910000.0,Underperforms
23,2005-02-07 03:48:37,1107728317.0,aa,29.37,-14.27320490367775,1201.719971,6.399634666364247,-20.672839570041997,0.457,18.39,1.08,1.92,7.02,9.39,5.12,11.17,26.757,N/A,N/A,11.89,1.39,1.33,8.5,1.33,N/A,8.5,N/A,1.60,53.70,11.40,457000000.0,0.52,N/A,1.322,15.207,N/A,1.611,1.04,75.67,11840000.0,1.892,1.37,12810000.0,Underperforms
24,2005-05-22 08:48:23,1116731903.0,aa,27.45,-19.87740805604203,1191.079956,5.457573507222014,-25.334981563264044,0.543,N/A,N/A,1.81,N/A,N/A,0.00,0.00,N/A,N/A,N/A,11.83,1.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.70,9.20,497000000.0,0.57,N/A,1.131,15.305,N/A,1.705,0.99,78.45,15160000.0,2.902,1.76,11970000.0,Underperforms
25,2006-06-20 04:32:21,1150758141.0,aa,29.1,-15.061295971978975,1240.119995,9.799551971041895,-24.86084794302087,0.526,16.15,0.96,1.89,5.82,9.51,4.73,11.56,31.183,N/A,N/A,N/A,0.80,1.19,8.36,1.19,N/A,8.36,N/A,1.80,133.80,16.40,459000000.0,0.528,N/A,1.183,15.945,N/A,2.3,0.26,78.70,15800000.0,1.80,1.80,12880000.0,Underperforms
26,2007-01-25 19:09:37,1169732377.0,aa,31.46,-8.172796263864557,1423.900024,26.07133609417837,-34.244132358042926,0.494,12.25,0.91,1.89,7.40,13.71,7.34,15.43,34.966,N/A,N/A,N/A,0.96,1.13,6.313,1.13,N/A,6.313,N/A,2.57,60.30,17.60,506000000.0,0.583,N/A,1.045,16.798,N/A,1.5,0.26,80.40,17750000.0,2.7,2.10,16520000.0,Underperforms
